Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Chest_position_x,Chest_position_y,Chest_position_z,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftForeArm_position_x,LeftForeArm_position_y,LeftForeArm_position_z,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Head_position_x,Head_position_y,Head_position_z,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightForeArm_position_x,RightForeArm_position_y,RightForeArm_position_z,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
5200,-0.1390484,0.9224016,0.07704251,-4.957289,5.808666,-35.66486,-0.2320446,0.6977192,0.02799308,3.159635,6.098936,-12.15271,-0.2134718,0.3075781,-0.04491779,-12.83947,-0.0006556982,0,-0.2198139,0.02732754,-0.0757159,12.96167,-11.79905,-16.76587,-0.08675199,0.7030638,0.1959651,22.4883,7.762544,22.34004,-0.08826168,0.3185816,0.2464808,-23.8381,0.06873219,-0.3268584,-0.0758871,0.03105003,0.2710271,1.705135,-3.975395,-17.21755,-0.1488736,1.227345,0.05294922,7.988294,0.5379184,-42.77114,-0.1875976,1.341325,-0.06927812,-14.19568,3.318803,14.79985,-0.2897248,1.211376,-0.1195867,-14.45258,17.38277,5.374922,-0.3270922,0.9712994,-0.1764279,13.56048,-1.986465,1.753235,-0.3765932,0.7578424,-0.2204319,-20.41569,-14.31943,-4.880099,-0.1574732,1.532088,0.0119008,1.452661,-0.6083513,42.98372,-0.04643948,1.362666,0.0584009,22.70549,7.211184,-8.441618,0.001554072,1.37517,0.2595703,45.02919,68.33392,18.53903,0.01204298,1.45073,0.4943801,25.27397,11.07794,70.10281,-0.02779599,1.520815,0.6978095,-20.65171,4.62326,13.52578
5220,-0.139052,0.9224347,0.0769224,-4.963095,5.811835,-35.65034,-0.2320559,0.6977362,0.0279367,3.179338,6.09188,-12.14333,-0.213484,0.3075961,-0.04491097,-12.85727,-0.0006556982,0,-0.2197905,0.02733999,-0.07571043,12.94586,-11.81388,-16.76402,-0.08674417,0.7030895,0.1958169,22.49419,7.749629,22.30997,-0.08828569,0.3185818,0.2463735,-23.80817,0.06891661,-0.3280534,-0.07593781,0.031048,0.2710204,1.68435,-3.968333,-17.19405,-0.148809,1.227386,0.05289125,7.973093,0.5171409,-42.76938,-0.1874996,1.341422,-0.06930789,-14.19188,3.290771,14.81078,-0.2895508,1.211471,-0.1196832,-14.50509,17.35218,5.348755,-0.3267133,0.971402,-0.1767874,13.50218,-1.950702,1.79144,-0.3757952,0.7579094,-0.2210837,-20.48367,-14.16331,-4.890124,-0.1573507,1.53215,0.01195316,1.412916,-0.6006127,42.99834,-0.04643252,1.362801,0.05828992,22.63366,7.194102,-8.54546,0.001689464,1.375221,0.2593913,45.04361,68.35357,18.52826,0.01216604,1.450785,0.4942061,25.25487,11.09755,70.10799,-0.02765647,1.520814,0.6976323,-20.72863,4.636257,13.45763
5230,-0.1390467,0.9224816,0.07680042,-4.992339,5.817013,-35.62495,-0.2320577,0.6977675,0.02786863,3.21735,6.074374,-12.12172,-0.2134926,0.3076243,-0.04491183,-12.87083,-0.0006830189,0,-0.2197855,0.02735692,-0.07571642,12.9316,-11.79701,-16.76931,-0.08672726,0.7031034,0.1956602,22.53017,7.741179,22.24478,-0.08831906,0.3185803,0.2462689,-23.78638,0.06920348,-0.329838,-0.07599111,0.03104448,0.2710087,1.664011,-3.965075,-17.14755,-0.1487309,1.227443,0.05287027,7.957616,0.4934265,-42.76524,-0.1873716,1.341518,-0.06929883,-14.17631,3.254169,14.80951,-0.2893332,1.211553,-0.119727,-14.55479,17.30668,5.325977,-0.3262678,0.9714786,-0.1770638,13.43666,-1.907433,1.837708,-0.3750404,0.757969,-0.2216414,-20.4595,-14.07822,-4.924418,-0.157222,1.532229,0.01205336,1.356962,-0.5874851,43.01538,-0.04638001,1.362924,0.05823919,22.58383,7.183249,-8.63074,0.001823485,1.375264,0.2592911,45.06404,68.36753,18.51565,0.01227391,1.450822,0.4941147,25.23683,11.11626,70.10731,-0.02752472,1.520837,0.6975413,-20.75623,4.637842,13.43653
5240,-0.1390183,0.9225515,0.07647385,-5.014463,5.820708,-35.5857,-0.2320686,0.6977999,0.02772276,3.278889,6.048023,-12.10361,-0.2135283,0.3076604,-0.04487353,-12.92517,-0.0006966793,0,-0.2197654,0.02738315,-0.07570439,12.91524,-11.78545,-16.77048,-0.08668616,0.7031474,0.1952837,22.55951,7.712547,22.13217,-0.08836749,0.3185762,0.2460048,-23.72498,0.06949718,-0.3322025,-0.07607512,0.03103715,0.2709791,1.621482,-3.94037,-17.06214,-0.1485574,1.227523,0.05262257,7.944111,0.4498294,-42.76284,-0.1870999,1.34165,-0.06952264,-14.14991,3.190265,14.81443,-0.2888451,1.211636,-0.119971,-14.64373,17.19129,5.317863,-0.3252955,0.9715129,-0.1776192,13.3174,-1.789059,1.891137,-0.3735678,0.7579775,-0.2226708,-20.37228,-13.95623,-4.956262,-0.1569729,1.532341,0.01194666,1.245841,-0.5544884,43.03505,-0.04619253,1.363006,0.05793518,22.51399,7.187114,-8.698498,0.002089754,1.375291,0.2589285,45.09125,68.39365,18.49201,0.01249404,1.450877,0.4937527,25.21032,11.14757,70.11528,-0.02727602,1.520913,0.697165,-20.79679,4.639509,13.42587
5250,-0.1389955,0.9225882,0.07634565,-5.027223,5.822873,-35.56886,-0.232052,0.6978263,0.02764011,3.299721,6.039397,-12.08123,-0.2135239,0.3076773,-0.04488941,-12.93006,-0.0006898491,0,-0.2197507,0.02738857,-0.07569138,12.89841,-11.78627,-16.7854,-0.08666052,0.7031684,0.1951299,22.57531,7.700506,22.08257,-0.08838572,0.3185764,0.2458947,-23.6991,0.06968842,-0.3333784,-0.07611304,0.03103566,0.2709652,1.602544,-3.932427,-17.02272,-0.1484618,1.227563,0.05250466,7.945989,0.4274742,-42.77051,-0.186938,1.341719,-0.06964581,-14.14709,3.191092,14.82759,-0.2885858,1.21173,-0.1201189,-14.69308,17.14339,5.312146,-0.3247992,0.9715863,-0.1779215,13.263,-1.733925,1.914177,-0.3728074,0.7580336,-0.2231951,-20.3425,-13.88283,-4.953217,-0.1568468,1.532392,0.01186126,1.181674,-0.5383965,43.05238,-0.0461091,1.363081,0.05777831,22.46931,7.173823,-8.755107,0.00222683,1.37531,0.2587393,45.08858,68.40246,18.4722,0.01259625,1.450901,0.493559,25.21358,11.16802,70.11375,-0.02718306,1.520858,0.6969665,-20.91599,4.617502,13.32505
5260,-0.1389776,0.9226247,0.07622693,-5.037306,5.825769,-35.54786,-0.2320242,0.6978565,0.02754521,3.306182,6.034527,-12.05929,-0.2134953,0.3076867,-0.04493848,-12.91288,-0.0006830189,0,-0.2197338,0.02737987,-0.07567324,12.88123,-11.77814,-16.79134,-0.08663327,0.7031931,0.1949812,22.58844,7.683526,22.02737,-0.08840421,0.3185769,0.2457852,-23.67035,0.06959963,-0.3333784,-0.07614706,0.03103566,0.2709591,1.587576,-3.917646,-16.98286,-0.1483583,1.227601,0.05238512,7.949471,0.4010755,-42.77808,-0.1867651,1.341806,-0.06977124,-14.15256,3.206985,14.85178,-0.2883342,1.211874,-0.1202745,-14.74614,17.10188,5.307303,-0.3243261,0.9717169,-0.1782534,13.20659,-1.681497,1.94209,-0.37204,0.758145,-0.2237636,-20.33535,-13.7806,-4.974884,-0.1567101,1.532442,0.0117717,1.105353,-0.5173253,43.07697,-0.04601189,1.36315,0.05761319,22.42456,7.166979,-8.814878,0.002379447,1.37532,0.2585428,45.08082,68.4128,18.43999,0.01269795,1.450904,0.4933561,25.22875,11.19502,70.10393,-0.02713592,1.520811,0.6967404,-21.02175,4.615944,13.19717
5270,-0.1389736,0.9226498,0.07612422,-5.048263,5.825502,-35.53704,-0.2319973,0.6978859,0.02742756,3.30405,6.02687,-12.03945,-0.2134524,0.3076861,-0.04501874,-12.87989,-0.0006625284,0,-0.2197162,0.02735722,-0.07565526,12.86503,-11.76392,-16.79677,-0.08663298,0.7032049,0.1948686,22.60314,7.678622,21.98937,-0.08843672,0.3185792,0.2457132,-23.65567,0.06982502,-0.3339648,-0.07619172,0.03103429,0.2709493,1.569476,-3.911991,-16.95261,-0.1482261,1.22763,0.05228655,7.95231,0.3650736,-42.78427,-0.1865517,1.341893,-0.06987634,-14.15242,3.194241,14.88225,-0.2880331,1.211982,-0.12041,-14.80533,17.05399,5.303635,-0.3238114,0.9718135,-0.1785569,13.15577,-1.629881,1.969608,-0.3712731,0.7582309,-0.2242978,-20.31654,-13.70014,-5.00026,-0.1564566,1.532487,0.01172169,1.03967,-0.5194017,43.07625,-0.04584032,1.363163,0.0574881,22.39905,7.176248,-8.851928,0.002575979,1.375303,0.2584029,45.06808,68.43569,18.40493,0.01285362,1.450906,0.4931972,25.25026,11.2242,70.07684,-0.02702332,1.520839,0.6965457,-21.08917,4.615685,13.041
5280,-0.1390172,0.9226733,0.07600071,-5.062293,5.827183,-35.5234,-0.2320019,0.6979111,0.02728721,3.301263,6.015505,-12.02138,-0.213413,0.3076782,-0.04511832,-12.84154,-0.0006693585,0,-0.2196935,0.02733368,-0.07562662,12.86183,-11.76416,-16.7884,-0.08666247,0.7032144,0.1947338,22.62066,7.677891,21.95769,-0.08847778,0.3185802,0.2456337,-23.64015,0.070228,-0.3363003,-0.07623468,0.03103536,0.2709463,1.5557,-3.906308,-16.92848,-0.1481245,1.227661,0.05219767,7.948088,0.3236007,-42.78735,-0.1863819,1.342014,-0.06995941,-14.15332,3.1491,14.92782,-0.2877647,1.212077,-0.1205092,-14.86333,16.99534,5.304994,-0.3233297,0.9718944,-0.1788074,13.1097,-1.580096,1.996452,-0.3705252,0.7582979,-0.2247669,-20.31829,-13.61701,-5.025391,-0.1562171,1.532536,0.01170155,0.9751828,-0.5068684,43.07954,-0.04570789,1.363193,0.05736645,22.3615,7.188931,-8.911208,0.00277324,1.375308,0.2582493,45.05697,68.47358,18.37559,0.01301822,1.450952,0.4930184,25.27115,11.24649,70.04444,-0.02689601,1.520964,0.696327,-21.10189,4.622399,13.01317
5300,-0.1390387,0.9226896,0.07585037,-5.073156,5.819492,-35.52214,-0.2319982,0.6979412,0.02711923,3.2961,5.995854,-12.02174,-0.2133715,0.3076748,-0.04522707,-12.80748,-0.0006830189,0,-0.2196768,0.0273158,-0.07560833,12.86423,-11.75781,-16.76904,-0.08669354,0.7032152,0.1945931,22.63207,7.690554,21.94045,-0.08851846,0.3185804,0.2455598,-23.63092,0.07033046,-0.3368816,-0.07627685,0.03103358,0.2709368,1.539641,-3.899464,-16.91402,-0.1480577,1.227683,0.05208886,7.941368,0.3027618,-42.78969,-0.1862596,1.342098,-0.07004817,-14.144,3.141245,14.9522,-0.2875501,1.212171,-0.1206342,-14.90545,16.95067,5.315076,-0.3229114,0.9719782,-0.179095,13.06239,-1.525434,2.025551,-0.3697892,0.7583669,-0.2253031,-20.36747,-13.5069,-5.038045,-0.1560953,1.532576,0.01167772,0.9238687,-0.5076538,43.07679,-0.0456481,1.363243,0.05723524,22.32343,7.181384,-8.961817,0.002893314,1.375302,0.2580865,45.05519,68.49353,18.35809,0.01308943,1.450974,0.4928353,25.29191,11.26606,70.01019,-0.02690363,1.521045,0.6960949,-21.11801,4.654528,13.01607
5310,-0.1390297,0.9227099,0.0756759,-5.089235,5.805859,-35.51466,-0.2319805,0.6979818,0.02694447,3.296813,5.969401,-12.01109,-0.2133316,0.3076839,-0.04532972,-12.7808,-0.0006693585,0,-0.2196665,0.02730757,-0.07560562,12.86319,-11.73414,-16.7616,-0.08670374,0.7032109,0.194429,22.65008,7.704146,21.89699,-0.08855752,0.3185774,0.2454724,-23.6221,0.07043974,-0.3374619,-0.07631979,0.03102916,0.2709241,1.522,-3.896493,-16.87956,-0.1480074,1.227707,0.05196315,7.935136,0.2970654,-42.7913,-0.1861704,1.342161,-0.07014969,-14.13764,3.175007,14.96026,-0.2874623,1.212312,-0.1208366,-14.93216,16.96898,5.312993,-0.3227357,0.9721455,-0.1795288,13.01165,-1.523132,2.064122,-0.3694115,0.7585353,-0.2259598,-20.35029,-13.4482,-5.034661,-0.1560465,1.532616,0.01163872,0.8831524,-0.5212117,43.07085,-0.04561865,1.363282,0.05708947,22.29032,7.174677,-8.983341,0.002958164,1.375306,0.2579159,45.0633,68.50222,18.34831,0.01309109,1.450996,0.492654,25.30296,11.27844,69.99265,-0.02697875,1.521094,0.6958798,-21.13366,4.674144,13.00381
5320,-0.139056,0.9227281,0.07553788,-5.101541,5.79295,-35.5079,-0.2319965,0.6980171,0.02681509,3.295803,5.943555,-12.0098,-0.2133112,0.3076972,-0.04539974,-12.7632,-0.0006625284,0,-0.2196463,0.02730632,-0.07559706,12.86055,-11.71544,-16.75984,-0.08674602,0.7032084,0.1942965,22.66173,7.713285,21.84463,-0.08861269,0.3185724,0.2453929,-23.61276,0.07077442,-0.3397734,-0.07635528,0.03102738,0.2709137,1.516461,-3.890551,-16.83535,-0.1479255,1.227732,0.05186604,7.928949,0.272668,-42.7966,-0.1860129,1.342244,-0.0702288,-14.13285,3.190545,14.97799,-0.2872382,1.212452,-0.1209495,-14.96751,16.92247,5.311654,-0.3223457,0.972276,-0.1797755,12.96773,-1.470328,2.091906,-0.3687974,0.758665,-0.2264275,-20.36731,-13.37391,-5.064111,-0.1558929,1.532658,0.01162166,0.8311011,-0.5200096,43.06417,-0.04551795,1.36329,0.05697991,22.26662,7.196165,-9.007433,0.003072634,1.375316,0.2577913,45.0624,68.52814,18.32752,0.01315272,1.451014,0.4925264,25.30659,11.28842,69.98977,-0.02698082,1.521111,0.6957288,-21.15388,4.692681,13.00345
5330,-0.1392283,0.922731,0.07555189,-5.106339,5.789378,-35.49975,-0.2321217,0.6980278,0.02681448,3.28068,5.929137,-11.99802,-0.2133361,0.3077044,-0.04541427,-12.74791,-0.0006420378,0,-0.2196258,0.02730602,-0.07559213,12.86129,-11.696,-16.76311,-0.08690387,0.7032046,0.1943019,22.66221,7.71084,21.78329,-0.08872105,0.3185639,0.2453769,-23.61115,0.07159404,-0.3432113,-0.07639693,0.03102505,0.2709038,1.519555,-3.904526,-16.77894,-0.1480099,1.227741,0.05192378,7.918545,0.24978,-42.79818,-0.1860173,1.342255,-0.07015391,-14.10745,3.163744,14.95711,-0.2871646,1.212459,-0.120905,-14.99744,16.8736,5.310916,-0.3221211,0.9722751,-0.1798688,12.92209,-1.411834,2.121726,-0.3683841,0.7586713,-0.2267479,-20.36762,-13.30432,-5.098467,-0.1559448,1.53269,0.0117927,0.7587299,-0.5104542,43.06135,-0.04557683,1.363273,0.05703514,22.24492,7.210822,-9.022364,0.003018081,1.375278,0.2578332,45.06903,68.55465,18.30198,0.01303221,1.450971,0.4925704,25.30644,11.3025,69.98915,-0.0271533,1.521065,0.6957582,-21.16733,4.698802,12.99668
5340,-0.1397632,0.9227353,0.07588935,-5.126902,5.784829,-35.48896,-0.2324702,0.6980808,0.02693555,3.197574,5.904569,-11.97403,-0.2133716,0.3077311,-0.04550506,-12.63498,-0.0006215472,0,-0.2196006,0.02730727,-0.0755643,12.86839,-11.63422,-16.76832,-0.08736353,0.7031819,0.194603,22.65943,7.724077,21.66319,-0.08900217,0.3185442,0.2455031,-23.6388,0.05991442,-0.2873554,-0.07648054,0.03101945,0.2708869,1.544844,-3.95888,-16.73421,-0.1484007,1.227754,0.05232719,7.908722,0.2111758,-42.81037,-0.1862938,1.342304,-0.06974317,-14.10411,3.160752,14.95122,-0.2873273,1.212563,-0.1205186,-15.05246,16.79265,5.293342,-0.3220171,0.972369,-0.1797385,12.83601,-1.300939,2.168169,-0.3679933,0.7587874,-0.2270267,-20.32553,-13.1967,-5.12992,-0.1563361,1.532738,0.01235984,0.6029587,-0.4784684,43.07462,-0.04594485,1.363249,0.05740872,22.18925,7.236463,-9.053082,0.002653912,1.375197,0.2581807,45.07414,68.58535,18.23884,0.01251785,1.450824,0.4929413,25.30492,11.33507,69.97801,-0.02775232,1.52089,0.6961223,-21.17288,4.690632,12.97998
5350,-0.1399326,0.9227477,0.07593657,-5.138698,5.779392,-35.47956,-0.2325693,0.6981167,0.02690707,3.167061,5.889584,-11.95147,-0.2133583,0.3077425,-0.04557851,-12.58119,-0.0006352076,0,-0.2195832,0.02730018,-0.07554632,12.86632,-11.60235,-16.77579,-0.08750799,0.7031777,0.194635,22.66361,7.731358,21.61493,-0.08910015,0.3185383,0.2455074,-23.6412,0.0566974,-0.2712421,-0.07652224,0.03101724,0.2708786,1.547249,-3.969153,-16.71551,-0.1485053,1.227773,0.05243164,7.897669,0.1949951,-42.81939,-0.1863397,1.342371,-0.0696182,-14.10675,3.182226,14.95792,-0.2873144,1.212693,-0.1204287,-15.07961,16.7539,5.292953,-0.3218617,0.9724976,-0.1797777,12.80417,-1.253251,2.178256,-0.3676919,0.7589237,-0.2272518,-20.31311,-13.14561,-5.127399,-0.1564178,1.532772,0.01254941,0.55778,-0.4646851,43.06968,-0.04604131,1.363252,0.05752445,22.16691,7.248723,-9.065966,0.002549365,1.375153,0.2582909,45.07419,68.59447,18.21569,0.01234148,1.450727,0.4930656,25.31106,11.35105,69.96242,-0.02796991,1.520774,0.6962467,-21.17695,4.681186,12.96992
5360,-0.1400192,0.922771,0.07588623,-5.148221,5.7775,-35.47199,-0.2326062,0.6981506,0.02681707,3.151383,5.877282,-11.93948,-0.2133234,0.3077483,-0.04566009,-12.53869,-0.0006352076,0,-0.2195649,0.02728897,-0.07552737,12.86643,-11.57781,-16.76216,-0.08760078,0.7031864,0.1945701,22.67161,7.722594,21.53911,-0.0891895,0.3185319,0.2454444,-23.62615,0.05720967,-0.2733977,-0.07657045,0.03101414,0.27087,1.540658,-3.970608,-16.64696,-0.1485298,1.227805,0.05247065,7.87679,0.178104,-42.82883,-0.1863007,1.342407,-0.0695556,-14.0889,3.137215,14.92967,-0.2872125,1.212694,-0.1203959,-15.09011,16.71053,5.285043,-0.3216597,0.9724961,-0.1798437,12.77458,-1.213588,2.193923,-0.3673457,0.7589277,-0.2274788,-20.33201,-13.08649,-5.16031,-0.1564036,1.532823,0.01270922,0.5263757,-0.4478487,43.07174,-0.04605775,1.363262,0.05759252,22.14271,7.269179,-9.076102,0.002533197,1.375118,0.2583517,45.07404,68.61215,18.20277,0.01227288,1.450656,0.4931346,25.31649,11.36982,69.94881,-0.0280685,1.520693,0.6963099,-21.18889,4.679096,12.95706
5370,-0.1400772,0.9227983,0.0757744,-5.15134,5.780505,-35.46661,-0.2326287,0.6981728,0.02670573,3.147716,5.87039,-11.93048,-0.2132965,0.3077481,-0.04572427,-12.51624,-0.0006283774,0,-0.2195475,0.0272789,-0.07551,12.87362,-11.55818,-16.75171,-0.08766617,0.703208,0.1944392,22.67367,7.704706,21.47006,-0.08926723,0.3185249,0.2453308,-23.59616,0.05745555,-0.2755364,-0.07662449,0.0310095,0.2708558,1.52675,-3.962008,-16.58044,-0.1485893,1.227837,0.05241313,7.862972,0.1767721,-42.83258,-0.1863118,1.342401,-0.06959224,-14.0561,3.108809,14.88612,-0.2871646,1.212655,-0.1204758,-15.09589,16.6864,5.283124,-0.3215248,0.9724582,-0.1800198,12.748,-1.178495,2.21576,-0.3671074,0.7588968,-0.2277923,-20.3205,-13.04732,-5.156701,-0.1564888,1.532872,0.01275963,0.4937682,-0.4512091,43.06244,-0.04613256,1.363281,0.05753928,22.11496,7.272909,-9.072227,0.002473414,1.375076,0.2582867,45.08112,68.60028,18.19795,0.01214638,1.450562,0.4930777,25.337,11.38152,69.92273,-0.02826555,1.520595,0.6962395,-21.19285,4.67924,12.94112
5380,-0.1400769,0.9228389,0.07565048,-5.157765,5.780266,-35.46486,-0.232599,0.6982185,0.02655588,3.140306,5.862577,-11.93147,-0.2132423,0.3077584,-0.04582988,-12.47618,-0.0006078868,0,-0.2195155,0.02726531,-0.07548663,12.85736,-11.54952,-16.75335,-0.08769481,0.7032336,0.1942921,22.6776,7.686968,21.39309,-0.08933544,0.3185178,0.2451993,-23.56209,0.05759216,-0.2762456,-0.07668492,0.03100479,0.2708362,1.511679,-3.956496,-16.50068,-0.1486071,1.227882,0.05235155,7.848629,0.1814918,-42.83977,-0.1862996,1.342418,-0.06963396,-14.03094,3.082335,14.85173,-0.2870893,1.212632,-0.1205599,-15.09875,16.66651,5.280173,-0.3213655,0.972438,-0.1802008,12.72804,-1.142957,2.240182,-0.3668523,0.7588838,-0.2281028,-20.31226,-13.00499,-5.151645,-0.1565493,1.532928,0.01278532,0.4796977,-0.4493103,43.04846,-0.04617675,1.363318,0.05749144,22.08702,7.270211,-9.063645,0.002436623,1.375042,0.2582304,45.08609,68.58529,18.19556,0.01203977,1.450485,0.493023,25.36224,11.40189,69.89483,-0.0284474,1.520538,0.6961604,-21.19894,4.681262,12.92806
5390,-0.1400414,0.9228911,0.07545502,-5.165092,5.772726,-35.4573,-0.2325412,0.6982859,0.02634282,3.127876,5.848138,-11.93205,-0.2131701,0.3077773,-0.0459754,-12.42427,-0.0006078868,0,-0.2194849,0.02724618,-0.07546982,12.82528,-11.53098,-16.74506,-0.08769349,0.7032657,0.1940712,22.68075,7.669688,21.29537,-0.08939137,0.3185104,0.2450196,-23.51793,0.0572848,-0.2755364,-0.07673784,0.0310002,0.2708133,1.492397,-3.940439,-16.41194,-0.1485779,1.22794,0.05222142,7.833735,0.1859519,-42.8466,-0.1862419,1.342471,-0.06973775,-14.00823,3.064897,14.83105,-0.2869734,1.212656,-0.1207132,-15.10149,16.64834,5.277004,-0.3211852,0.9724703,-0.180447,12.71623,-1.107249,2.262091,-0.3666074,0.7589281,-0.2284688,-20.30956,-12.95888,-5.177217,-0.1565385,1.532994,0.0127251,0.4857778,-0.4467422,43.02879,-0.04616964,1.363374,0.05738596,22.06794,7.26797,-9.058723,0.002453849,1.375018,0.2581226,45.085,68.56186,18.20021,0.01200241,1.450398,0.4929176,25.40047,11.41569,69.86775,-0.02856843,1.520472,0.6960331,-21.19653,4.676883,12.9251
5400,-0.1399722,0.9229558,0.0752317,-5.174036,5.765199,-35.45049,-0.2324471,0.6983688,0.02608769,3.113825,5.834935,-11.92597,-0.2130729,0.3078003,-0.0461536,-12.35952,-0.0005873963,0,-0.2194631,0.0272277,-0.07545274,12.7985,-11.49672,-16.73961,-0.08766545,0.7033061,0.1938161,22.68456,7.65027,21.19266,-0.08943465,0.3185041,0.2448125,-23.46593,0.05712087,-0.2755364,-0.07679072,0.0309937,0.2707829,1.463131,-3.921355,-16.3181,-0.1484835,1.228013,0.05209206,7.811555,0.181765,-42.8569,-0.1861044,1.342563,-0.06983251,-13.99506,3.051052,14.81189,-0.286777,1.212744,-0.1208531,-15.10624,16.61571,5.271882,-0.3209067,0.9725625,-0.1806731,12.70601,-1.072791,2.28362,-0.3662679,0.759029,-0.2288012,-20.29061,-12.92679,-5.173733,-0.1564248,1.533083,0.0127166,0.4817329,-0.4474115,43.0224,-0.04608908,1.363431,0.05728916,22.03369,7.263742,-9.055187,0.002559662,1.37495,0.2580176,45.07503,68.55423,18.18823,0.01204541,1.450261,0.4928097,25.44787,11.45227,69.84172,-0.02861069,1.520387,0.6958919,-21.19908,4.669452,12.91055
5420,-0.1399197,0.9230353,0.07496671,-5.190181,5.757242,-35.43257,-0.2323576,0.6984686,0.02579109,3.098888,5.816125,-11.90852,-0.2129634,0.3078307,-0.04636493,-12.28193,-0.0006078868,0,-0.2194399,0.02721274,-0.07543278,12.77469,-11.45572,-16.72749,-0.08764991,0.7033526,0.1935063,22.69595,7.622307,21.03314,-0.0894943,0.3184928,0.2445597,-23.40164,0.05684767,-0.2755364,-0.07683796,0.03098637,0.2707571,1.431081,-3.903269,-16.17782,-0.1483706,1.228103,0.05193915,7.78722,0.1675855,-42.86452,-0.1859326,1.342688,-0.06994493,-13.98195,3.035015,14.79668,-0.2865655,1.212881,-0.1210167,-15.11357,16.58294,5.265898,-0.3206559,0.9727123,-0.1809236,12.70287,-1.041515,2.300016,-0.3659936,0.7591963,-0.2291552,-20.28705,-12.89257,-5.191993,-0.1562494,1.533198,0.01272303,0.4609765,-0.4575544,43.02074,-0.04597594,1.363506,0.05716892,22.00289,7.269589,-9.067677,0.002715349,1.374897,0.2578878,45.05896,68.54797,18.17416,0.01215151,1.450144,0.4926654,25.51329,11.49509,69.79339,-0.02859484,1.520392,0.6956963,-21.1726,4.667157,12.88716
5430,-0.1400582,0.9231798,0.07460667,-5.249528,5.761155,-35.3783,-0.2323641,0.698629,0.02534816,3.088511,5.77345,-11.84881,-0.2128236,0.3078822,-0.04671197,-12.14137,-0.0005737359,0,-0.2193811,0.02719003,-0.07539865,12.74097,-11.37938,-16.71849,-0.08778649,0.7034151,0.1930303,22.74968,7.570425,20.69762,-0.08968769,0.3184586,0.2441443,-23.29873,0.05684083,-0.2762456,-0.07692987,0.0309673,0.2707051,1.389876,-3.881999,-15.90066,-0.1484164,1.228266,0.0518015,7.750765,0.1366584,-42.87402,-0.1858354,1.342912,-0.0700084,-13.9374,3.016785,14.77322,-0.2863839,1.213145,-0.1212079,-15.1413,16.52528,5.259376,-0.3204086,0.9730052,-0.1812787,12.7075,-0.9779192,2.329946,-0.3657538,0.7595311,-0.2296998,-20.26395,-12.84981,-5.185007,-0.1561587,1.533398,0.0128198,0.4261257,-0.4652657,42.9838,-0.04607409,1.363763,0.05704319,21.91593,7.23582,-9.182689,0.002791643,1.374779,0.2577089,45.01746,68.51381,18.11876,0.01206756,1.449858,0.492444,25.69835,11.59061,69.64065,-0.02894111,1.520333,0.6953568,-21.1671,4.62677,12.80179
